Index "Column Density" Temperature "Minimised Chi-Squared" "One-Sigma N" "One-Sigma T" "Two-Sigma N" "Two-Sigma T" "Three-Sigma N" "Three-Sigma T"
0 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
1 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
2 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
3 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
4 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
5 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
6 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
7 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
8 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
9 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
10 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
11 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
12 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
13 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
14 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
15 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
16 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
17 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
18 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
19 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
20 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
21 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
22 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
23 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
24 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
25 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
26 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
27 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
28 1.9144819761699536e+17 15.282051282051281 0.040677301780941096 3.2164861633097952e+17 4.4871794871794872 7.3159580455434765e+17 6.4615384615384617 1.4328098419306627e+18 7.0
