Index "Column Density" Temperature "Minimised Chi-Squared"
0 6.6770841903256811e+22 5.9518233333333335 74.96364938209679
1 6.6770841903256811e+22 5.9518233333333335 74.967061553581999
2 6.6770841903256811e+22 5.9518233333333335 75.164520180456137
3 6.6770841903256811e+22 5.9518233333333335 75.205936362836894
4 6.6770841903256811e+22 5.9518233333333335 75.392133526747244
5 6.6770841903256811e+22 5.9518233333333335 75.262060222164934
6 6.6770841903256811e+22 5.9518233333333335 75.089090029553603
7 6.6770841903256811e+22 5.9518233333333335 75.040816863059192
8 6.6770841903256811e+22 5.9518233333333335 75.091901832337044
9 6.6770841903256811e+22 5.9518233333333335 75.097312353401691
10 6.6770841903256811e+22 5.9518233333333335 75.079059309457492
11 6.6770841903256811e+22 5.9518233333333335 75.026296204356868
12 6.6770841903256811e+22 5.9518233333333335 74.885765281578969
13 6.6770841903256811e+22 5.9518233333333335 74.802579723375771
14 6.6770841903256811e+22 5.9518233333333335 74.646551076157479
15 6.6770841903256811e+22 5.9518233333333335 74.574162224669124
16 6.6770841903256811e+22 6.2634999999999996 74.297271125755245
17 6.6770841903256811e+22 6.2634999999999996 74.04436969790288
18 6.6770841903256811e+22 6.2634999999999996 73.744075383048909
19 6.6770841903256811e+22 6.2634999999999996 73.424729940166515
20 6.6770841903256811e+22 6.2634999999999996 73.507867907226426
21 6.6770841903256811e+22 6.2634999999999996 73.563079374843511
22 6.6770841903256811e+22 6.2634999999999996 73.649708394714452
23 6.6770841903256811e+22 6.2634999999999996 73.813901916423177
24 6.6770841903256811e+22 6.2634999999999996 74.003023876749609
25 6.6770841903256811e+22 6.2634999999999996 74.475316277581129
26 6.6770841903256811e+22 6.2634999999999996 74.609843441746875
27 6.6770841903256811e+22 6.2634999999999996 74.419591815189079
28 6.6770841903256811e+22 6.2634999999999996 74.288748867528341
29 6.6770841903256811e+22 6.2634999999999996 74.386798580337853
30 6.6770841903256811e+22 6.2634999999999996 74.465832384011989
31 6.6770841903256811e+22 5.9518233333333335 74.738073254893351
32 6.6770841903256811e+22 6.2634999999999996 74.193790870022937
33 6.6770841903256811e+22 6.2634999999999996 74.218000962198971
34 6.6770841903256811e+22 6.2634999999999996 74.063934093128509
35 6.6770841903256811e+22 6.2634999999999996 73.977621572630341
36 6.6770841903256811e+22 6.2634999999999996 74.01606155729597
37 6.6770841903256811e+22 6.2634999999999996 73.717733981902214
38 6.6770841903256811e+22 6.2634999999999996 73.424034075094738
39 6.6770841903256811e+22 6.2634999999999996 73.160746205323193
40 6.6770841903256811e+22 6.2634999999999996 73.028946870860011
41 6.6770841903256811e+22 6.2634999999999996 72.940852974742384
42 6.6770841903256811e+22 6.5751766666666658 72.737442883290541
43 6.6770841903256811e+22 6.5751766666666658 72.38552829796761
44 6.6770841903256811e+22 6.5751766666666658 72.115981570090668
45 6.6770841903256811e+22 6.5751766666666658 71.782110621495349
46 6.6770841903256811e+22 6.5751766666666658 71.873379674207115
47 6.6770841903256811e+22 6.5751766666666658 71.852268872039701
48 6.6770841903256811e+22 6.5751766666666658 71.617006850976281
49 6.6770841903256811e+22 6.5751766666666658 71.440353141268943
50 6.6770841903256811e+22 6.5751766666666658 71.575115483743247
51 6.6770841903256811e+22 6.5751766666666658 71.629564802095331
52 6.6770841903256811e+22 6.5751766666666658 71.579091873637921
53 6.6770841903256811e+22 6.5751766666666658 71.445572270530221
54 6.6770841903256811e+22 6.5751766666666658 71.138374247337595
55 6.6770841903256811e+22 6.5751766666666658 71.054069947245409
56 6.6770841903256811e+22 6.5751766666666658 71.023719302941657
57 6.6770841903256811e+22 6.5751766666666658 70.92951230849701
58 6.6770841903256811e+22 6.5751766666666658 70.993112634847535
59 6.6770841903256811e+22 6.5751766666666658 71.195087620395029
60 6.6770841903256811e+22 6.5751766666666658 71.550401054047796
61 6.6770841903256811e+22 6.5751766666666658 71.806142343210652
62 6.6770841903256811e+22 6.5751766666666658 71.92204081868806
63 6.6770841903256811e+22 6.5751766666666658 72.384506078867446
64 6.6770841903256811e+22 6.2634999999999996 72.902123197373498
65 6.6770841903256811e+22 6.2634999999999996 73.006885333361737
66 6.6770841903256811e+22 6.2634999999999996 73.1107066043011
67 6.6770841903256811e+22 6.2634999999999996 73.160066584590965
68 6.6770841903256811e+22 6.2634999999999996 73.113688964447391
69 6.6770841903256811e+22 6.2634999999999996 73.113408306099259
70 6.6770841903256811e+22 6.2634999999999996 73.195009580098713
71 6.6770841903256811e+22 6.2634999999999996 73.099792535241789
72 6.6770841903256811e+22 6.5751766666666658 72.115063278851068
73 6.6770841903256811e+22 6.5751766666666658 71.697549671637944
74 6.6770841903256811e+22 6.5751766666666658 71.629217515318004
75 6.6770841903256811e+22 6.5751766666666658 71.257547937301837
76 6.6770841903256811e+22 6.5751766666666658 71.271693125028804
77 6.6770841903256811e+22 6.5751766666666658 71.442899520348632
78 6.6770841903256811e+22 6.5751766666666658 71.493860444748137
79 6.6770841903256811e+22 6.5751766666666658 71.408697411791451
80 6.6770841903256811e+22 6.8868533333333328 71.177179225101554
81 6.6770841903256811e+22 6.8868533333333328 70.972467868780569
82 6.6770841903256811e+22 6.8868533333333328 70.748734763294323
83 6.6770841903256811e+22 6.8868533333333328 70.450697326758231
84 6.6770841903256811e+22 6.8868533333333328 69.984685628567902
85 6.6770841903256811e+22 6.8868533333333328 69.857103298485768
